我	ngo5
小商品	siu2 soeng1 ban2
舞臺劇	mou5 toi4 kek6
兩回事	loeng5 wui4 si6
膽小鬼	daam2 siu2 gwai2
高跟鞋	gou1 gan1 haai4
要不得	jiu3 bat1 dak1
中年人	zung1 nin4 jan4
大都市	daai6 dou1 si5
伸懶腰	san1 laan5 jiu1
烏低身	wu1 dai1 san1
神學家	san4 hok6 gaa1
一盤水	jat1 pun4 seoi2
救生衣	gau3 sang1 ji1
看起來	hon3 hei2 loi4
廣告牌	gwong2 gou3 paai2
老實說	lou5 sat6 syut3
坦克車	taan2 hak1 ce1
城市化	sing4 si5 faa3
年以來	nin4 ji5 loi4
幾乎不	gei1 fu4 bat1
情緒化	cing4 seoi5 faa3
無生命	mou4 sang1 ming6
同時代	tung4 si4 doi6
戒嚴令	gaai3 jim4 ling6
賽馬會	coi3 maa5 wui2
不道德	bat1 dou6 dak1
不自然	bat1 zi6 jin4
不愉快	bat1 jyu4 faai3
不完美	bat1 jyun4 mei5
一身汗	jat1 san1 hon6
雙重性	soeng1 cung4 sing3
老虎機	lou5 fu2 gei1
愛國心	oi3 gwok3 sam1
鮮紅色	sin1 hung4 sik1
走廊位	zau2 long4 wai2
保護人	bou2 wu6 jan4
不要面	bat1 jiu3 min6
落降頭	lok6 gong3 tau4
頭一次	tau4 jat1 ci3
小食部	siu2 sik6 bou6
小食店	siu2 sik6 dim3
供應量	gung1 jing3 loeng6
表兄弟	biu2 hing1 dai6
候機室	hau6 gei1 sat1
世界杯	sai3 gaai3 bui1
雞皮紙	gai1 pei4 zi2
手指甲	sau2 zi2 gaap3
裁判官	coi4 pun3 gun1
人權法	jan4 kyun4 faat3
達爾文	daat6 ji5 man4
不耐煩	bat1 noi6 faan4
懷疑者	waai4 ji4 ze2
合理性	hap6 lei5 sing3
靈敏度	ling4 man5 dou6
穩定性	wan2 ding6 sing3
兼容性	gim1 jung4 sing3
傾向於	king1 hoeng3 jyu1
使用者	si2 jung6 ze2
觀察家	gun1 caat3 gaa1
政治局	zing3 zi6 guk6
執政黨	zap1 zing3 dong2
勞動力	lou4 dung6 lik6
東京都	dung1 ging1 dou1
反對票	faan2 deoi3 piu3
不合理	bat1 hap6 lei5
電視臺	din6 si6 toi4
衛生巾	wai6 sang1 gan1
怕死鬼	paa3 sei2 gwai2
就是說	zau6 si6 syut3
原子能	jyun4 zi2 nang4
以至於	ji5 zi3 jyu1
咖啡店	gaa3 fe1 dim3
禮拜堂	lai5 baai3 tong4
啦啦聲	laa4 laa2 seng1
迴旋處	wui4 syun4 cyu3
無花果	mou4 faa1 gwo2
舞蹈家	mou5 dou6 gaa1
攞便宜	lo1 pin4 ji4
發噏瘋	faat3 ngap1 fung1
排行榜	paai4 hang4 bong2
量地官	loeng4 dei6 gun1
大嚿衰	daai6 gau6 seoi1
嫌疑犯	jim4 ji4 faan2
再利用	zoi3 lei6 jung6
理想化	lei5 soeng2 faa3
外省人	ngoi6 saang2 jan4
稀冧冧	hei1 lam1 lam1
那時候	naa5 si4 hau6
洗衣店	sai2 ji1 dim3
真空管	zan1 hung1 gun2
過路人	gwo3 lou6 jan4
分析師	fan1 sik1 si1
大角咀	daai6 gok3 zeoi2
雞尾酒	gai1 mei5 zau2
叫起手	giu3 hei2 sau2
三級片	saam1 kap1 pin2
辦公桌	baan6 gung1 coek3
啋過你	coi1 gwo3 nei5
洛杉磯	lok6 caam3 gei1
康乃馨	hong1 naai5 hing1
睇漏眼	tai2 lau6 ngaan5
蠟像館	laap6 zoeng6 gun2
小白菜	siu2 baak6 coi3
胡椒粉	wu4 ziu1 fan2
比堅尼	bei2 gin1 nei4
泊車位	paak3 ce1 wai2
七夕節	cat1 zik6 zit3
聯繫人	lyun4 hai6 jan4
黑壓壓	hak1 aat3 aat3
唔知死	m4 zi1 sei2
師兄弟	si1 hing1 dai6
光暗掣	gwong1 ngam3 zai3
癩蛤蟆	laai3 haa1 mou1
眼挑針	ngaan5 tiu1 zam1
豬扒包	zyu1 paa4 baau1
二叔公	ji6 suk1 gung1
五金舖	ng5 gam1 pou3
天陰陰	tin1 jam1 jam1
萬大事	maan6 daai6 si6
單對單	daan1 deoi3 daan1
寄件人	gei3 gin2 jan4
紫荊花	zi2 ging1 faa1
男妓	naam4 gei6
長凳	coeng4 dang3
上來	soeng5 loi4
爭吵	zang1 caau2
伴郎	bun6 long2
草圖	cou2 tou4
良民	loeng4 man4
焫親	naat3 can1
寡婦	gwaa2 fu5
哪樣	naa5 joeng6
勇士	jung5 si6
牆壁	coeng4 bik1
枴杖	gwaai2 zoeng2
鮮豔	sin1 jim6
褲子	fu3 zi2
城鄉	sing4 hoeng1
呼嘯	fu1 siu3
注視	zyu3 si6
沖刷	cung1 caat3
閃耀	sim2 jiu6
傳達	cyun4 daat6
監製	gaam1 zai3
助養	zo6 joeng5
截止	zit6 zi2
售賣	sau6 maai6
拼命	ping3 meng6
回到	wui4 dou3
協定	hip3 ding6
中斷	zung1 tyun5
盤問	pun4 man6
安裝	on1 zong1
結伴	git3 bun6
預定	jyu6 ding6
使勁	si2 ging3
演説	jin2 syut3
理髮	lei5 faat3
爭奪	zang1 dyut6
問世	man6 sai3
更換	gang1 wun6
承辦	sing4 baan6
鑒定	gaam3 ding6
申訴	san1 sou3
宣告	syun1 gou3
調劑	tiu4 zai1
陪伴	pui4 bun6
受理	sau6 lei5
香甜	hoeng1 tim4
成敗	sing4 baai6
微妙	mei4 miu6
伶俐	ling4 lei6
簡易	gaan2 ji6
標識	biu1 sik1
鄭重	zeng6 zung6
帆船	faan4 syun4
古跡	gu2 zik1
團圓	tyun4 jyun4
寬鬆	fun1 sung1
收效	sau1 haau6
名次	ming4 ci3
級別	kap1 bit6
精品	zing1 ban2
興盛	hing1 sing6
聲望	sing1 mong6
電源	din6 jyun4
部位	bou6 wai6
肖像	ciu3 zoeng6
平原	ping4 jyun4
垂直	seoi4 zik6
伙伴	fo2 bun6
郊區	gaau1 keoi1
嘈雜	cou4 zaap6
狹隘	haap6 aai3
稱號	cing1 hou6
神祕	san4 bei3
機動	gei1 dung6
岳母	ngok6 mou2
觀測	gun1 cak1
山腰	saan1 jiu1
熔化	jung4 faa3
武術	mou5 seot6
立例	laap6 lai6
臉容	lim5 jung4
招致	ziu1 zi3
公升	gung1 sing1
引進	jan5 zeon3
法規	faat3 kwai1
捍衞	hon5 wai6
裏邊	lei5 bin6
起牀	hei2 cong4
忘卻	mong4 koek3
飛揚	fei1 joeng4
慌忙	fong1 mong4
住房	zyu6 fong4
硬碟	ngaang6 dip2
村子	cyun1 zi2
盛名	sing6 ming4
差距	caa1 keoi5
坦誠	taan2 sing4
外資	ngoi6 zi1
堅固	gin1 gu3
姑丈	gu1 zoeng6
岳父	ngok6 fu2
速食	cuk1 sik6
哪怕	naa5 paa3
誤差	ng6 caa1
海拔	hoi2 bat6
嫂子	sou2 zi2
專政	zyun1 zing3
押金	aat3 gam1
決戰	kyut3 zin3
耀眼	jiu6 ngaan5
擁擠	jung2 zai1
庭院	ting4 jyun2
競賽	ging6 coi3
品德	ban2 dak1
掃除	sou3 ceoi4
影藝	jing2 ngai6
水泥	seoi2 nai4
武士	mou5 si6
座駕	zo6 gaa3
電纜	din6 laam6
樓盤	lau4 pun2
舅母	kau5 mou5
河畔	ho4 bun6
貴族	gwai3 zuk6
機鐵	gei1 tit3
白湯	baak6 tong1
耗盡	hou3 zeon6
還給	waan4 kap1
半晝	bun3 zau3
早安	zou2 on1
您好	nei5 hou2
新興	san1 hing1
賣主	maai6 zyu2
早先	zou2 sin1
偷看	tau1 hon3
糖果	tong4 gwo2
外頭	ngoi6 tau4
飯店	faan6 dim3
走道	zau2 dou6
女兒	neoi5 ji4
兔子	tou3 zi2
口袋	hau2 doi2
臉孔	lim5 hung2
稅款	seoi3 fun2
花王	faa1 wong4
橡木	zoeng6 muk6
重力	cung5 lik6
對罵	deoi3 maa6
捉弄	zuk1 lung6
均等	gwan1 dang2
後頸	hau6 geng2
口部	hau2 bou6
尋寶	cam4 bou2
溪水	kai1 seoi2
鏡架	geng3 gaa2
第八	dai6 baat3
她們	taa1 mun4
下雪	haa6 syut3
山地	saan1 dei6
哪裡	naa5 leoi5
縮短	suk1 dyun2
斟水	zam1 seoi2
冤氣	jyun1 hei3
瘀皮	jyu2 pei4
演野	jin2 ye5
贏面	jeng4 min6
一哥	jat1 go1
飲歌	jam2 go1
回扣	wui4 kau3
交吉	gaau1 gat1
通處	tung1 cyu2
鬆骨	sung1 gwat1
燒香	siu1 hoeng1
識撈	sik1 lou1
唐狗	tong4 gau2
射精	se6 zing1
羞家	sau1 gaa1
新血	san1 hyut3
洗底	sai2 dai2
殿軍	din6 gwan1
女優	neoi5 jau1
諗掂	nam2 dim6
懵仔	mung2 zai2
火石	fo2 sek6
老定	lou5 ding6
溝仔	kau1 zai2
做忌	zou6 gei6
作賤	zok3 zin6
著草	zoek3 cou2
啫啫	zoe1 zoe1
斟盤	zam1 pun2
受靶	sau6 baa2
黑道	hak1 dou6
神女	san4 neoi5
鬼話	gwai2 waa6
腳頭	goek3 tau4
急尿	gap1 niu6
夾帶	gaap3 daai3
發圍	faat3 wai4
反斗	faan2 dau2
賭神	dou2 san4
丟假	diu1 gaa2
撈女	lou1 neoi2
嗒糖	dap1 tong4
大鼻	daai6 bei6
虧佬	kwai1 lou2
畜生	cuk1 sang1
錢罌	cin4 aang1
青絲	ceng1 si1
紅番	hung4 faan1
賓佬	ban1 lou2
北上	bak1 soeng5
北姑	bak1 gu1
笨蛋	ban6 daan2
擺款	baai2 fun2
暗病	am3 beng6
阿豬	aa3 zyu1
藝妓	ngai6 gei6
黑痣	hak1 zi3
黑房	hak1 fong4
黃泥	wong4 nai4
瓜直	gwaa1 zik6
鴛盟	jyun1 mang4
高歌	gou1 go1
風姿	fung1 zi1
頑皮	waan4 pei4
預支	jyu6 zi1
靈氣	ling4 hei3
除數	ceoi4 sou3
阿舅	aa3 kau5
鐵蹄	tit3 tai4
針線	zam1 sin3
金龜	gam1 gwai1
金鋪	gam1 pou1
金橘	gam1 gwat1
重振	cung4 zan3
酒醉	zau2 zeoi3
酒櫃	zau2 gwai6
配藥	pui3 joek6
遍歷	pin3 lik6
遊學	jau4 hok6
追悼	zeoi1 dou6
迷夢	mai4 mung6
跑街	paau2 gaai1
越軌	jyut6 gwai2
貴賤	gwai3 zin6
貴婦	gwai3 fu5
豔遇	jim6 jyu6
豈料	hei2 liu6
變法	bin3 faat3
警探	ging2 taam3
謀害	mau4 hoi6
諸君	zyu1 gwan1
蛟龍	gaau1 lung4
蛋筒	daan6 tung2
蛇仔	se4 zai2
薄情	bok6 cing4
菩提	pou4 tai4
茼蒿	tung4 hou1
花絮	faa1 seoi5
芙蓉	fu4 jung4
舉國	geoi2 gwok3
自養	zi6 joeng5
肺癆	fai3 lou4
聖母	sing3 mou5
義憤	ji6 fan5
美鈔	mei5 caau1
美酒	mei5 zau2
負氣	fu6 hei3
純潔	seon4 git3
眉心	mei4 sam1
相隨	soeng1 ceoi4
相宜	soeng1 ji4
盛宴	sing6 jin3
百病	baak3 beng6
發薪	faat3 san1
痰罐	taam4 gun3
生鏽	saang1 sau3
狂飲	kwong4 jam2
熨斗	tong3 dau2
濁流	zuk6 lau4
清幽	cing1 jau1
消魂	siu1 wan4
海燕	hoi2 jin3
洗身	sai2 san1
洗胃	sai2 wai6
沉死	zam6 sei2
此致	ci2 zi3
樓臺	lau4 toi4
桃紅	tou4 hung4
木蝨	muk6 sat1
晚霞	maan5 haa4
明晚	ming4 maan5
釘蓋	deng1 goi3
糴米	dek6 mai5
既是	gei3 si6
新近	san1 gan6
收禮	sau1 lai5
撕開	si1 hoi1
扭傷	nau2 soeng1
才學	coi4 hok6
戲服	hei3 fuk6
憤恨	fan5 han6
悲酸	bei1 syun1
忿怒	fan5 nou6
微菌	mei4 kwan2
庇祐	bei3 jau6
幸而	hang6 ji4
小姨	siu2 ji1
寡仔	gwaa2 zai2
客串	haak3 cyun3
守約	sau2 joek3
媚眼	mei4 ngaan5
媒婆	mui4 po4
壁燈	bik1 dang1
地稅	dei6 seoi3
回國	wui4 gwok3
嚴加	jim4 gaa1
唱機	coeng3 gei1
博亂	bok3 lyun6
剃面	tai3 min6
分機	fan1 gei1
出痘	ceot1 dau6
冰心	bing1 sam1
冤死	jyun1 sei2
做伴	zou6 pun5
借款	ze3 fun2
修整	sau1 zing2
供獻	gung3 hin3
佳偶	gaai1 ngau5
作弄	zok3 lung6
何故	ho4 gu3
伸長	san1 coeng4
交誼	gaau1 ji4
飄蕩	piu1 dong6
結拜	git3 baai3
換班	wun6 baan1
女王	neoi5 wong4
失縱	sat1 zung1
飄零	piu1 ling4
過譽	gwo3 jyu6
虧負	kwai1 fu6
藍田	laam4 tin4
萬邦	maan6 bong1
病君	beng6 gwan1
享樂	hoeng2 lok6
涕零	tai3 ling4
時常	si4 soeng4
教員	gaau3 jyun4
攝政	sip3 zing3
播弄	bo3 lung6
拳術	kyun4 seot6
應允	jing3 wan5
往還	wong5 waan4
尊駕	zyun1 gaa3
尊榮	zyun1 wing4
尊崇	zyun1 sung4
利錢	lei6 cin2
低語	dai1 jyu5
仰仗	joeng5 zoeng3
髮廊	faat3 long4
水溝	seoi2 kau1
膽色	daam2 sik1
上朝	soeng5 ciu4
凝望	jing4 mong6
快炒	faai3 caau2
冰櫃	bing1 gwai6
浮動	fau4 dung6
歡送	fun1 sung3
睫毛	zit3 mou4
增大	zang1 daai6
浸死	zam3 sei2
吸管	kap1 gun2
主食	zyu2 sik6
落訂	lok6 deng6
改正	goi2 zing3
斷開	tyun5 hoi1
先排	sin1 paai2
利市	lei6 si5
吹漲	ceoi1 zoeng3
大命	daai6 meng6
奀瘦	ngan1 sau3
字墨	zi6 mak6
定必	ding6 bit1
斷搶	dyun6 coeng2
激奀	gik1 ngan1
火船	fo2 syun4
瓜柴	gwaa1 caai4
生魚	saang1 jyu2
老襟	lou5 kam1
蠢豬	ceon2 zyu1
連氣	lin4 hei3
過骨	gwo3 gwat1
阿六	aa3 luk6
電油	din6 jau4
黐身	ci1 san1
基佬	gei1 lou2
流嘢	lau4 je5
前便	cin4 bin6
噙晚	kam4 maan5
書檯	syu1 toi2
洋燭	joeng4 zuk1
華埠	waa4 fau6
外公	ngoi6 gung1
面頭	min2 tau4
私立	si1 laap6
左近	zo2 gan6
拆骨	caak3 gwat1
唐僧	tong4 zang1
首付	sau2 fu6
著地	zoek6 dei6
肉店	juk6 dim3
直板	zik6 baan2
直奔	zik6 ban1
嚴令	jim4 ling6
學園	hok6 jyun4
完了	jyun4 liu5
討價	tou2 gaa3
商行	soeng1 hong4
取回	ceoi2 wui4
竊笑	sit3 siu3
前傾	cin4 king1
內插	noi6 caap3
面料	min6 liu2
叫響	giu3 hoeng2
購得	gau3 dak1
連帶	lin4 daai3
老街	lou5 gaai1
科比	fo1 bei2
靠邊	kaau3 bin1
絕育	zyut6 juk6
精妙	zing1 miu6
驚爆	ging1 baau3
進香	zeon3 hoeng1
賽道	coi3 dou6
會展	wui6 zin2
回春	wui4 ceon1
黃臉	wong4 lim5
話舊	waa6 gau6
厚顏	hau5 ngaan4
害得	hoi6 dak1
登臺	dang1 toi4
公錢	gung1 cin4
趕車	gon2 ce1
翻倍	faan1 pui5
短少	dyun2 siu2
短見	dyun2 gin3
端點	dyun1 dim2
道長	dou6 zoeng2
大蝦	daai6 haa1
打響	daa2 hoeng2
觸感	zuk1 gam2
菜市	coi3 si5
波羅	bo1 lo4
爆炒	baau3 caau2
百強	baak3 koeng4
中興	zung1 hing1
中看	zung1 hon3
水鄉	seoi2 hoeng1
水性	seoi2 sing3
時隔	si4 gaak3
美的	mei5 dik1
加值	gaa1 zik6
機電	gei1 din6
高端	gou1 dyun1
龍江	lung4 gong1
鼎足	ding2 zuk1
點號	dim2 hou6
黏膠	nim1 gaau1
黃興	wong4 hing1
鹽田	jim4 tin4
鴻章	hung4 zoeng1
魚船	jyu4 syun4
高能	gou1 nang4
體檢	tai2 gim2
體外	tai2 ngoi6
骨膜	gwat1 mok2
驅魔	keoi1 mo1
馬超	maa5 ciu1
馬丁	maa5 ding1
養兵	joeng5 bing1
風骨	fung1 gwat1
風韻	fung1 wan6
頭蓋	tau4 goi3
頭兜	tau4 dau1
頤養	ji4 joeng5
領獎	ling5 zoeng2
頂架	deng2 gaa2
韻事	wan5 si6
鞋襪	haai4 mat6
革出	gaak3 ceot1
面型	min6 jing4
靠窗	kaau3 coeng1
青松	cing1 cung4
靈界	ling4 gaai3
靈犀	ling4 sai1
霍金	fok3 gam1
霉氣	mui4 hei3
雨絲	jyu5 si1
雜費	zaap6 fai3
雙子	soeng1 zi2
集權	zaap6 kyun4
集居	zaap6 geoi1
雄渾	hung4 wan4
隱沒	jan2 mut6
陽間	joeng4 gaan1
陽臺	joeng4 toi4
陽春	joeng4 ceon1
陰雲	jam1 wan4
防患	fong4 waan6
關中	gwaan1 zung1
開課	hoi1 fo3
開篇	hoi1 pin1
開步	hoi1 bou6
開打	hoi1 daa2
開店	hoi1 dim3
開壺	hoi1 wu4
開化	hoi1 faa3
閃身	sim2 san1
鑄成	zyu3 sing4
鐵罐	tit3 gun3
鐵板	tit3 baan2
錯亂	co3 lyun6
錢糧	cin4 loeng4
鈴木	ling4 muk6
重辦	cung5 baan6
釋除	sik1 ceoi4
釋出	sik1 ceot1
醍醐	tai4 wu4
醉翁	zeoi3 jung1
酒色	zau2 sik1
酒意	zau2 ji3
酒宴	zau2 jin3
鄉鎮	hoeng1 zan3
郎君	long4 gwan1
邪念	ce4 nim6
邊廂	bin1 soeng1
還禮	waan4 lai5
還價	waan4 gaa3
適度	sik1 dou6
遠房	jyun5 fong4
遠慮	jyun5 leoi6
道院	dou6 jyun2
道外	dou6 ngoi6
運籌	wan6 cau4
逸緻	jat6 zi3
進門	zeon3 mun4
進逼	zeon3 bik1
進退	zeon3 teoi3
連理	lin4 lei5
連忙	lin4 mong4
造紙	zou6 zi2
通路	tung1 lou6
這天	ze2 tin1
逆耳	jik6 ji5
送人	sung3 jan4
退落	teoi3 lok6
迴旋	wui4 syun4
農活	nung4 wut6
轉贈	zyun2 zang6
轉正	zyun2 zing3
較長	gaau3 coeng4
較比	gaau3 bei2
軟座	jyun5 zo6
車速	ce1 cuk1
車條	ce1 tiu4
路德	lou6 dak1
跟上	gan1 soeng5
跌蕩	dit3 dong6
趕路	gon2 lou6
起動	hei2 dung6
走眼	zau2 ngaan5
赤誠	cek3 sing4
賙濟	zau1 zai3
賓利	ban1 lei6
讚同	zaan3 tung4
讓球	joeng6 kau4
變樣	bin3 joeng2
變故	bin3 gu3
警服	ging2 fuk6
識羞	sik1 sau1
識才	sik1 coi4
證言	zing3 jin4
謀面	mau4 min6
論戰	leon6 zin3
調笑	tiu4 siu3
說客	syut3 haak3
認親	jing6 can1
該應	goi1 jing1
試車	si3 ce1
試煉	si3 lin6
訪尋	fong2 cam4
訂房	deng6 fong2
解痛	gaai2 tung3
角鬥	gok3 dau3
角樓	gok3 lau2
見背	gin3 bui3
覆沒	fuk1 mut6
要端	jiu3 dyun1
要目	jiu3 muk6
要件	jiu3 gin2
要之	jiu3 zi1
西鄉	sai1 hoeng1
裝入	zong1 jap6
表親	biu2 can1
衣裝	ji1 zong1
衝進	cung1 zeon3
衛城	wai6 sing4
血債	hyut3 zaai3
蜚語	fei1 jyu5
虛空	heoi1 hung1
蘭克	laan4 hak1
蘇醒	sou1 sing2
藥療	joek6 liu4
蒼老	cong1 lou5
葬埋	zong3 maai4
著稱	zyu3 cing1
落榜	lok6 bong2
萬全	maan6 cyun4
菜農	coi3 nung4
莫如	mok6 jyu4
莎拉	saa1 laai1
草叢	cou2 cung4
苦命	fu2 meng6
苦勞	fu2 lou4
花農	faa1 nung4
花掉	faa1 diu6
色調	sik1 diu6
舉家	geoi2 gaa1
興師	hing1 si1
臺詞	toi4 ci4
至交	zi3 gaau1
自控	zi6 hung3
自導	zi6 dou6
臥鋪	ngo6 pou1
膠子	gaau1 zi2
膜炎	mok6 jim4
脆脆	ceoi3 ceoi3
胰島	ji4 dou2
聲說	sing1 syut3
聚落	zeoi6 lok6
耳光	ji5 gwong1
耐勞	noi6 lou4
考查	haau2 caa4
考官	haau2 gun1
考卷	haau2 gyun2
老牌	lou5 paai4
翻閱	faan1 jyut6
羞澀	sau1 saap3
罪疚	zeoi6 gau3
纏擾	cin4 jiu5
織布	zik1 bou3
織女	zik1 neoi5
繁盛	faan4 sing6
結連	git3 lin4
結出	git3 ceot1
紛飛	fan1 fei1
純度	seon4 dou6
約制	joek3 zai3
精工	zing1 gung1
簿記	bou6 gei3
筆挺	bat1 ting5
穿上	cyun1 soeng5
空空	hung1 hung1
空穴	hung1 jyut6
租房	zou1 fong4
秀山	sau3 saan1
禮制	lai5 zai3
福克	fuk1 hak1
神靈	san4 ling4
神志	san4 zi3
神佛	san4 fat6
示眾	si6 zung3
磁場	ci4 coeng4
碧藍	bik1 laam4
碎片	seoi3 pin2
硬座	ngaang6 zo6
破浪	po3 long6
石階	sek6 gaai1
石柱	sek6 cyu5
眼生	ngaan5 saang1
眼熟	ngaan5 suk6
真意	zan1 ji3
真如	zan1 jyu4
直轄	zik6 hat6
直屬	zik6 suk6
盟國	mang4 gwok3
益友	jik1 jau5
白蠟	baak6 laap6
發問	faat3 man6
發卡	faat3 kaat1
當世	dong1 sai3
留給	lau4 kap1
生父	sang1 fu6
生息	sang1 sik1
生化	sang1 faa3
現役	jin6 jik6
玩器	wun6 hei3
王明	wong4 ming4
猜度	caai1 dok6
猛進	maang5 zeon3
狼藉	long4 zik6
狂言	kwong4 jin4
犯毒	faan6 duk6
片斷	pin3 dyun6
爭得	zang1 dak1
熱腸	jit6 coeng4
熟稔	suk6 jam5
熟字	suk6 zi6
熟地	suk6 dei6
照得	ziu3 dak1
煙灰	jin1 fui1
無猜	mou4 caai1
烤箱	haau1 soeng1
烈日	lit6 jat6
炒菜	caau2 coi3
激活	gik1 wut6
滿眼	mun5 ngaan5
滾滾	gwan2 gwan2
滴答	dik1 daap3
港龍	gong2 lung4
清兵	cing1 bing1
深謀	sam1 mau4
浮屠	fau4 tou4
洩漏	sit3 lau6
治死	zi6 sei2
沙袋	saa1 doi2
沙巴	saa1 baa1
水下	seoi2 haa6
毛細	mou4 sai3
此道	ci2 dou6
次長	ci3 zoeng2
權重	kyun4 cung5
欄柵	laan4 caak3
模稜	mou4 ling4
樓道	lau4 dou6
槓桿	gong3 gon1
構架	kau3 gaa3
榮歸	wing4 gwai1
極化	gik6 faa3
椰奶	je4 naai5
果期	gwo2 kei4
果報	gwo2 bou3
松果	cung4 gwo2
東非	dung1 fei1
李維	lei5 wai4
未娶	mei6 ceoi2
未始	mei6 ci2
未報	mei6 bou3
木訥	muk6 neot6
朝見	ciu4 gin3
朝向	ciu4 hoeng3
會首	wui6 sau2
暴富	bou6 fu3
暖色	nyun5 sik1
景況	ging2 fong3
春色	ceon1 sik1
星島	sing1 dou2
昂然	ngong4 jin4
斷流	dyun6 lau4
斯密	si1 mat6
文史	man4 si2
數萬	sou3 maan6
數周	sou3 zau1
敲鑼	haau1 lo4
散兵	saan2 bing1
政體	zing3 tai2
政工	zing3 gung1
擊倒	gik1 dou2
撇下	pit3 haa6
摩尼	mo1 nei4
摔交	seot1 gaau1
搶險	coeng2 him2
搶佔	coeng2 zim3
插話	caap3 waa6
提貨	tai4 fo3
掩藏	jim2 cong4
排屋	paai4 uk1
掉過	diu6 gwo3
挑燈	tiu1 dang1
挑明	tiu1 ming4
拼火	ping3 fo2
拜堂	baai3 tong4
拍出	paak3 ceot1
拉夫	laai1 fu1
投誠	tau4 sing4
扣上	kau3 soeng5
打法	daa2 faat3
打垮	daa2 kwaa1
打卦	daa2 gwaa3
成層	sing4 cang4
應點	jing3 dim2
應和	jing3 wo6
應力	jing3 lik6
憤慨	fan5 koi3
慣常	gwaan3 soeng4
慘狀	caam2 zong6
愛民	oi3 man4
愛奴	oi3 nou4
惡相	ok3 soeng3
惡感	ok3 gam2
惡俗	ok3 zuk6
情誼	cing4 ji4
悄然	ciu2 jin4
怨命	jyun3 ming6
思過	si1 gwo3
思慮	si1 leoi6
怕生	paa3 saang1
忤逆	ng5 jik6
微賤	mei4 zin6
微分	mei4 fan1
後金	hau6 gam1
後輪	hau6 leon4
後援	hau6 wun4
後排	hau6 paai4
強打	koeng4 daa2
庸人	jung4 jan4
庭訓	ting4 fan3
庭審	ting4 sam2
幾至	gei2 zi3
幾率	gei1 leot2
平緩	ping4 wun6
平易	ping4 jik6
已知	ji5 zi1
巧計	haau2 gai3
左拉	zo2 laai1
左思	zo2 si1
工行	gung1 hong4
山賊	saan1 caak6
山獅	saan1 si1
屋架	uk1 gaa2
局促	guk6 cuk1
小攤	siu2 taan1
小技	siu2 gei6
導出	dou6 ceot1
對親	deoi3 can1
對視	deoi3 si6
對襯	deoi3 can3
對刺	deoi3 ci3
尊翁	zyun1 jung1
專案	zyun1 on3
專意	zyun1 ji3
將死	zoeng1 sei2
射出	se6 ceot1
實幹	sat6 gon3
密報	mat6 bou3
家養	gaa1 joeng5
家訓	gaa1 fan3
家燕	gaa1 jin3
定單	ding6 daan1
定勢	ding6 sai3
官宦	gun1 waan6
守成	sau2 sing4
婦聯	fu5 lyun4
妖婦	jiu2 fu5
奮進	fan5 zeon3
天神	tin1 san4
大限	daai6 haan6
夢話	mung6 waa6
夜叉	je6 caa1
多言	do1 jin4
外推	ngoi6 teoi1
外側	ngoi6 zak1
壁畫	bik1 waa2
墨客	mak6 haak3
基座	gei1 zo6
垂下	seoi4 haa6
地錢	dei6 cin4
地線	dei6 sin3
地租	dei6 zou1
國道	gwok3 dou6
國貿	gwok3 mau6
國號	gwok3 hou6
國樂	gwok3 ngok6
國名	gwok3 meng2
國共	gwok3 gung6
問名	man6 ming4
商販	soeng1 faan2
商代	soeng1 doi6
品綠	ban2 luk6
品紅	ban2 hung4
哀號	oi1 hou4
周家	zau1 gaa1
吼聲	haau1 seng1
吸聲	kap1 seng1
吞食	tan1 sik6
名錶	ming4 biu1
名實	ming4 sat6
同軸	tung4 zuk6
同窗	tung4 coeng1
合掌	hap6 zoeng2
合巹	hap6 gan2
叩拜	kau3 baai3
古道	gu2 dou6
反證	faan2 zing3
參拜	caam1 baai3
即為	zik1 wai4
印巴	jan3 baa1
匯合	wui6 hap6
包銀	baau1 ngan4
勤勤	kan4 kan4
勢要	sai3 jiu3
功過	gung1 gwo3
劑量	zai1 loeng6
劃清	waak6 cing1
剛架	gong1 gaa2
前擺	cin4 baai2
刺穿	ci3 cyun1
刺探	ci3 taam3
刪減	saan1 gaam2
分校	fan1 haau6
分時	fan1 si4
出鏡	ceot1 geng3
出資	ceot1 zi1
凸凸	dat6 dat6
凄厲	cai1 lai6
冷面	laang5 min6
冰雪	bing1 syut3
冤魂	jyun1 wan4
其三	kei4 saam1
全軍	cyun4 gwan1
全勝	cyun4 sing3
免受	min5 sau6
先王	sin1 wong4
先令	sin1 ling6
兇神	hung1 san4
充數	cung1 sou3
充值	cung1 zik6
價碼	gaa3 maa5
傻話	so4 waa6
做眼	zou6 ngaan5
偉岸	wai5 ngon6
假死	gaa2 sei2
假山	gaa2 saan1
借讀	ze3 duk6
俯身	fu2 san1
信義	seon3 ji6
侮罵	mou5 maa6
作手	zok3 sau2
作合	zok3 hap6
休閒	jau1 haan4
伏特	fuk6 dak6
代課	doi6 fo3
付費	fu6 fai3
仁愛	jan4 oi3
二重	ji6 cung4
二房	ji6 fong4
丸子	jyun2 zi2
中青	zung1 cing1
不速	bat1 cuk1
三藏	saam1 zong6
七星	cat1 sing1
一遍	jat1 pin3
一會	jat1 wui6
東突	dung1 dat6
力寶	lik6 bou2
